jalur,foto,time,x,y,z,o,p,k
1042,72,25842.161,371171.3180,9887222.482,1290.517,0.12084,-0.13174,-89.70729
1042,73,25846.924,371447.1400,9887220.42,1291.004,0.14159,-0.13177,-89.70885
1042,74,25851.911,371738.3870,9887218.575,1290.502,0.12136,-0.13484,-89.70413
1042,75,25856.640,372012.0700,9887217.677,1289.498,0.13006,-0.13023,-89.70155
1042,76,25861.139,372269.7640,9887220.212,1288.419,0.13236,-0.12667,-89.72005
1042,77,25865.383,372510.2300,9887222.752,1288.462,0.13178,-0.12574,-89.70903
1042,78,25869.860,372760.8410,9887224.751,1288.836,0.13162,-0.12813,-89.70622
1042,79,25874.288,373006.2800,9887225.731,1288.812,0.1292,-0.12764,-89.71014
1042,80,25878.754,373251.9350,9887226.168,1287.621,0.1282,-0.12488,-89.70889
1042,81,25883.238,373497.2710,9887224.8,1287.197,0.13489,-0.12951,-89.69629
1042,82,25887.731,373743.0040,9887223.615,1288.73,0.12881,-0.12801,-89.70462
1042,83,25892.366,373999.0160,9887223.038,1289.635,0.13692,-0.12677,-89.71246
1042,84,25896.907,374254.6460,9887223.302,1289.948,0.12921,-0.13177,-89.70623
1042,85,25901.170,374499.1880,9887222.599,1290.364,0.12961,-0.12443,-89.70577
1042,86,25905.536,374752.1730,9887221.783,1290.375,0.13111,-0.12857,-89.69701
1042,87,25909.724,374995.9180,9887221.851,1289.599,0.12802,-0.12808,-89.70431
1042,88,25913.906,375238.8760,9887220.918,1288.778,0.14192,-0.12692,-89.71357
1042,89,25917.901,375468.8460,9887219.658,1288.429,0.12832,-0.12802,-89.68848
1042,90,25921.937,375698.3470,9887220.602,1288.886,0.12862,-0.13125,-89.68521
1042,91,25926.006,375927.9120,9887222.148,1290.666,0.12846,-0.13147,-89.70987
1042,92,25930.052,376158.7320,9887222.168,1293.087,0.14093,-0.12632,-89.71212
1042,93,25933.961,376386.9000,9887220.583,1289.856,0.11383,-0.12886,-89.69855
1042,94,25937.876,376616.0700,9887217.517,1288.965,0.13187,-0.12662,-89.70554
1042,95,25941.987,376854.2560,9887217.297,1289.191,0.12476,-0.12648,-89.70936
1042,96,25946.325,377102.0220,9887219.388,1288.802,0.13387,-0.12466,-89.7093
1042,97,25950.690,377348.1330,9887221.786,1288.743,0.13718,-0.1243,-89.7
1042,98,25955.042,377591.9630,9887223.295,1288.849,0.13239,-0.1293,-89.70475
1042,99,25959.426,377836.4390,9887223.665,1289.417,0.13107,-0.13035,-89.70431
1042,100,25963.981,378090.0360,9887223.521,1288.841,0.13988,-0.12703,-89.7003
1042,101,25968.548,378344.0410,9887224.067,1288.548,0.13442,-0.12988,-89.70938
1042,102,25973.089,378596.2840,9887224.179,1288.027,0.13403,-0.12488,-89.70996
1042,103,25977.610,378846.8390,9887223.826,1287.448,0.12673,-0.12779,-89.70818
1042,104,25982.492,379114.6210,9887222.63,1287.378,0.12351,-0.12981,-89.71581
1042,105,25987.172,379369.1400,9887221.447,1289.175,0.12931,-0.12569,-89.69736
1042,106,25992.160,379644.7230,9887220.645,1289.454,0.13452,-0.13201,-89.72096
1042,107,25997.016,379917.7120,9887222.811,1289.104,0.13552,-0.13031,-89.73895
1042,108,26001.805,380190.3920,9887225.08,1290.489,0.13128,-0.12943,-89.71734
1042,109,26006.452,380461.4170,9887228.125,1290.905,0.11742,-0.12772,-89.69596
1042,110,26011.026,380731.7090,9887226.182,1290.848,0.12822,-0.127,-89.70992
1042,111,26015.617,381004.0000,9887224.657,1290.579,0.13472,-0.12467,-89.70853
1042,112,26020.242,381275.8300,9887223.78,1290.157,0.12819,-0.13212,-89.70139
1042,113,26025.086,381555.7690,9887223.85,1289.544,0.13837,-0.1354,-89.6958
1042,114,26029.900,381830.7380,9887223.214,1289.131,0.12852,-0.12957,-89.69631
1042,115,26034.799,382106.8810,9887222.768,1289.23,0.12944,-0.12812,-89.68316
1042,116,26039.677,382381.9180,9887221.472,1289.327,0.12936,-0.12845,-89.69704
1042,117,26044.497,382657.0290,9887220.808,1289.83,0.12188,-0.12795,-89.6831
1042,118,26049.410,382942.4030,9887223.36,1290.292,0.11541,-0.12995,-89.69001
1042,119,26054.311,383231.1770,9887227.017,1289.383,0.12663,-0.12316,-89.69312
1042,120,26059.183,383516.1350,9887226.265,1285.832,0.12474,-0.13281,-89.66999
1043,1,26811.511,351410.3310,9886725.628,1292.607,-0.14149,0.13736,90.20911
1043,2,26806.651,351688.5020,9886726.928,1292.855,-0.139,0.13807,90.21679
1043,3,26801.978,351960.1800,9886727.66,1292.511,-0.14246,0.13475,90.22248
1043,4,26797.520,352219.7490,9886728.454,1292.646,-0.14119,0.13284,90.22282
1043,5,26793.174,352471.0320,9886729.497,1293.078,-0.14174,0.13387,90.21575
1043,6,26788.863,352717.8470,9886729.365,1293.444,-0.13914,0.13198,90.22753
1043,7,26784.487,352965.1270,9886729.323,1292.669,-0.14138,0.13206,90.22925
1043,8,26780.041,353213.3690,9886729.488,1291.722,-0.14316,0.13355,90.22923
1043,9,26775.772,353449.2370,9886729.296,1290.658,-0.13919,0.13058,90.22143
1043,10,26771.036,353709.9060,9886728.414,1290.706,-0.14714,0.12941,90.22629
1043,11,26766.275,353972.1220,9886727.634,1291.163,-0.14286,0.13065,90.22855
1043,12,26761.346,354244.2180,9886726.694,1290.073,-0.1421,0.13085,90.22003
1043,13,26756.468,354516.8180,9886726.287,1290.205,-0.14083,0.13007,90.23526
1043,14,26751.682,354789.2680,9886726.804,1291.39,-0.13372,0.13476,90.22364
1043,15,26746.980,355061.2860,9886728.399,1292.487,-0.138,0.1339,90.21989
1043,16,26742.486,355323.1710,9886729.35,1292.876,-0.13962,0.13145,90.22968
1043,17,26737.974,355583.5860,9886730.162,1292.647,-0.13143,0.13278,90.2356
1043,18,26733.143,355858.4900,9886730.533,1292.718,-0.14569,0.12981,90.22821
1043,19,26728.574,356114.5610,9886730.376,1292.706,-0.14589,0.12905,90.23351
1043,20,26723.779,356381.7460,9886727.648,1292.486,-0.13955,0.12728,90.23642
1043,21,26718.966,356649.5010,9886726.111,1291.052,-0.13432,0.13583,90.21676
1043,22,26714.267,356909.3400,9886724.442,1291.071,-0.14349,0.13437,90.20857
1043,23,26709.557,357169.9060,9886722.85,1291.626,-0.13828,0.12926,90.23534
1043,24,26704.705,357442.2340,9886721.699,1291.886,-0.14397,0.12887,90.23131
1043,25,26699.408,357742.5250,9886722.746,1291.051,-0.13029,0.13298,90.23101
1043,26,26694.137,358037.4880,9886724.69,1291.454,-0.14748,0.131,90.23801
1043,27,26688.798,358331.6980,9886725.489,1290.612,-0.13179,0.13158,90.22777
1043,28,26683.446,358626.3100,9886724.109,1290.097,-0.14343,0.12998,90.24245
1043,29,26678.201,358920.0080,9886723.797,1291.15,-0.14293,0.13527,90.22316
1043,30,26672.959,359216.0270,9886725.822,1292.343,-0.13555,0.13637,90.24493
1043,31,26667.825,359508.8270,9886725.194,1292.033,-0.15015,0.13197,90.24945
1043,32,26662.754,359802.2410,9886725.786,1291.434,-0.14318,0.13248,90.24193
1043,33,26657.645,360096.8610,9886726.59,1294.029,-0.14966,0.13239,90.25094
1043,34,26652.452,360390.4050,9886727.384,1292.146,-0.14293,0.12658,90.2445
1043,35,26647.161,360685.7750,9886729.098,1290.755,-0.14478,0.12688,90.26025
1043,36,26641.859,360979.3830,9886732.204,1289.751,-0.14953,0.12423,90.25213
1043,37,26636.588,361273.0030,9886734.336,1291.259,-0.16635,0.12516,90.24496
1043,38,26631.448,361560.9630,9886736.92,1292.937,-0.137,0.12859,90.25944
1043,39,26626.053,361862.8650,9886735.35,1292.963,-0.17372,0.12668,90.2777
1043,40,26620.806,362156.1780,9886730.34,1289.733,-0.15342,0.12706,90.27339
1043,41,26615.558,362451.9070,9886726.707,1287.955,-0.11532,0.13577,90.18753
1043,42,26610.496,362744.9980,9886726.245,1290.616,-0.14791,0.13482,90.25372
1043,43,26605.484,363038.3820,9886727.442,1294.438,-0.14144,0.13133,90.24997
1043,44,26600.520,363331.5700,9886728.947,1293.577,-0.13465,0.1296,90.24983
1043,45,26595.421,363626.7920,9886731.253,1292.58,-0.14051,0.13139,90.25697
1043,46,26590.253,363921.2350,9886732.401,1292.868,-0.14805,0.13183,90.24472
1043,47,26585.073,364214.7590,9886733.245,1292.17,-0.14629,0.13217,90.2531
1043,48,26579.917,364506.3780,9886732.889,1292.966,-0.14333,0.1318,90.25094
