x,y,z_srtm
460570.45,9255860.33,2.37
463350.08,9258350.23,2.37
456382.67,9251897.65,2.38
462384.78,9253336.29,2.38
458285.32,9256107.36,2.38
462107.49,9255363.56,2.38
460702.94,9256779.75,2.39
460818.34,9259177.19,2.39
464503.59,9257995.81,2.39
521102.50,9263045.56,2.40
464269.92,9246912.49,2.40
465649.63,9248402.92,2.40
457332.91,9252066.14,2.40
466186.74,9249685.13,2.40
465428.76,9251375.25,2.40
459862.84,9254144.59,2.40
463676.83,9257283.57,2.40
511346.23,9255373.94,2.41
465205.08,9246608.59,2.41
467644.02,9246776.71,2.41
461723.02,9253557.87,2.41
465058.33,9252957.54,2.41
465541.04,9253287.04,2.41
465201.04,9256795.61,2.41
500638.82,9246782.66,2.42
470106.23,9245977.11,2.42
460917.64,9249925.67,2.42
466680.63,9248055.86,2.42
465839.11,9249308.00,2.42
461225.70,9256617.06,2.42
461909.45,9259317.97,2.42
463096.81,9258929.42,2.42
464532.96,9258457.96,2.43
467922.05,9251544.71,2.44
458974.80,9254932.28,2.44
464242.95,9254669.62,2.44
461784.42,9248202.41,2.45
461821.30,9253040.29,2.45
462765.36,9258548.53,2.45
462347.18,9248024.78,2.46
460775.36,9251433.10,2.46
459351.86,9252869.94,2.46
466741.14,9251441.24,2.46
461294.18,9259517.93,2.46
482996.07,9242769.07,2.47
466510.51,9248614.78,2.47
471482.75,9246993.16,2.47
454650.53,9253416.02,2.47
465628.70,9249857.60,2.47
465887.75,9252195.86,2.47
465166.80,9257271.69,2.47
525438.32,9259186.91,2.47
460158.84,9249213.93,2.48
462846.27,9248347.64,2.48
461436.80,9249759.36,2.48
458308.68,9251271.58,2.48
471412.18,9247983.71,2.48
453202.33,9254377.31,2.48
461104.27,9252296.91,2.48
459827.10,9256111.88,2.48
463186.80,9256473.48,2.48
464591.31,9257466.79,2.48
517228.43,9257252.46,2.48
464770.32,9248679.66,2.49
463595.51,9253918.41,2.49
462214.92,9259222.56,2.49
515748.82,9256948.35,2.50
468581.56,9246960.67,2.50
464594.95,9249221.44,2.50
468010.43,9248589.39,2.50
458053.51,9252795.76,2.50
471443.80,9250879.57,2.50
464241.52,9257096.20,2.50
514622.97,9265413.97,2.50
512945.42,9255801.17,2.51
467755.03,9251596.59,2.51
467436.93,9252174.25,2.51
463866.72,9254299.28,2.51
453015.78,9254954.32,2.51
517288.81,9257319.78,2.52
462153.49,9250509.22,2.52
462745.28,9252256.54,2.52
458200.45,9255185.48,2.52
453668.94,9255293.71,2.52
460715.79,9254358.82,2.53
464307.12,9253201.49,2.53
465638.71,9253726.88,2.53
464050.36,9254729.33,2.53
459850.74,9256590.10,2.53
511462.89,9254898.72,2.54
467370.22,9247829.68,2.54
450846.00,9256590.05,2.54
465725.59,9256137.49,2.54
462941.42,9257523.70,2.54
470302.47,9246891.51,2.55
462049.42,9251985.06,2.55
462235.15,9251925.90,2.55
466518.81,9252479.10,2.55
462755.37,9257580.28,2.55
511874.17,9255685.76,2.56
467893.08,9247673.06,2.56
455804.87,9252082.37,2.56
458906.66,9252530.77,2.56
464487.58,9250714.52,2.56
465714.11,9250316.45,2.56
463011.20,9252642.08,2.56
464483.70,9253630.28,2.56
458931.49,9258338.30,2.56
461971.53,9258795.87,2.56
496752.97,9243901.69,2.57
493982.53,9244939.40,2.57
470962.73,9245226.87,2.57
473891.01,9244759.47,2.57
472803.96,9246089.82,2.57
456584.55,9252800.75,2.57
461379.06,9253668.31,2.57
463058.11,9254096.19,2.57
463469.28,9254921.09,2.57
459732.08,9259026.38,2.57
463195.53,9260307.28,2.57
494256.80,9244564.21,2.58
510055.27,9256200.16,2.58
520934.24,9262931.02,2.58
456604.14,9249892.02,2.58
477499.18,9243583.66,2.58
478536.49,9243241.44,2.58
473520.67,9246326.80,2.58
458396.32,9255126.67,2.58
466256.81,9253047.62,2.58
459661.16,9259546.07,2.58
461583.64,9258920.79,2.58
464892.98,9257873.11,2.58
461445.70,9259403.07,2.58
513965.99,9254790.11,2.59
460709.81,9249520.25,2.59
468400.51,9247023.35,2.59
458864.50,9257391.72,2.59
462368.92,9258678.71,2.59
459861.52,9259972.75,2.59
471333.03,9246069.48,2.60
451129.45,9253118.96,2.60
460040.41,9250704.51,2.60
459174.03,9253894.92,2.60
461636.71,9257936.18,2.60
512992.08,9257953.15,2.61
514680.36,9258995.32,2.61
461245.04,9248371.33,2.61
457159.77,9250668.42,2.61
451466.86,9255910.55,2.61
453935.28,9255581.63,2.61
518164.47,9263750.66,2.61
466317.32,9246732.76,2.62
458226.51,9252743.80,2.62
460113.88,9252137.12,2.62
464384.66,9256567.91,2.62
515149.76,9256044.38,2.63
466070.45,9255543.05,2.63
474623.10,9244027.97,2.64
467290.11,9247380.48,2.64
467283.32,9249801.56,2.64
451562.25,9255399.13,2.64
465469.17,9254768.67,2.64
465005.72,9256856.18,2.64
455784.14,9250633.85,2.65
456957.53,9251712.22,2.65
454039.49,9254576.88,2.65
459071.73,9253443.71,2.65
460093.22,9253597.39,2.65
462494.53,9255238.19,2.65
520828.25,9258268.88,2.65
511390.37,9270138.13,2.65
466603.13,9247119.52,2.66
476279.33,9243983.17,2.66
452408.22,9256089.36,2.66
461973.17,9254913.15,2.66
460700.42,9258720.03,2.66
454321.26,9255634.32,2.66
455082.88,9250385.34,2.67
470612.99,9245817.81,2.67
464335.87,9248342.88,2.67
463307.79,9250128.90,2.67
472725.55,9247555.03,2.67
500177.61,9245955.40,2.68
467824.35,9246719.52,2.68
452325.91,9254181.67,2.68
466744.14,9249506.08,2.68
464306.76,9251264.32,2.68
494968.87,9244449.11,2.69
456976.20,9250729.07,2.69
459167.14,9250489.14,2.69
473186.85,9246924.49,2.69
464517.15,9250224.65,2.69
464312.79,9250772.43,2.69
463607.30,9252448.20,2.69
462715.02,9255658.18,2.69
465492.49,9255723.33,2.69
460044.83,9259425.87,2.69
511734.59,9269416.78,2.69
456226.77,9250015.54,2.70
463270.47,9247724.72,2.70
453666.73,9251813.26,2.70
452680.28,9254551.34,2.70
462415.99,9252842.43,2.70
494371.68,9243549.28,2.71
496436.71,9245888.24,2.71
511170.41,9255268.12,2.71
465363.51,9253346.45,2.71
510616.40,9265190.03,2.71
513942.25,9266398.50,2.71
466233.28,9249186.13,2.72
458693.74,9256954.70,2.72
467094.02,9254240.54,2.72
463738.56,9255806.88,2.72
463919.92,9255749.24,2.72
449797.37,9253253.67,2.72
488324.78,9239900.19,2.73
510639.41,9254939.52,2.73
478443.24,9242306.12,2.73
460520.22,9249583.53,2.73
473890.86,9246210.16,2.73
455017.93,9252809.87,2.73
463875.93,9252862.74,2.73
457378.18,9258353.56,2.73
464699.96,9257935.53,2.73
467463.35,9245877.89,2.74
462345.54,9248510.91,2.74
469128.76,9246778.97,2.74
456839.18,9251250.91,2.74
467483.46,9248290.40,2.74
456383.34,9252366.93,2.74
465361.21,9257210.06,2.74
475534.33,9243736.69,2.75
463580.58,9248581.35,2.75
460745.33,9249981.27,2.75
465552.14,9248927.16,2.75
454827.48,9252870.69,2.75
460011.00,9251681.85,2.75
463175.52,9251625.95,2.75
459000.06,9255879.78,2.75
491035.20,9238313.26,2.76
457723.95,9251944.47,2.76
470330.74,9247853.13,2.76
466166.22,9253563.97,2.76
458884.81,9251086.73,2.77
472410.79,9246685.34,2.77
466624.73,9249060.41,2.77
458683.66,9252110.72,2.77
510977.21,9254604.01,2.78
466511.76,9246665.33,2.78
463518.20,9248122.98,2.78
455343.89,9251739.92,2.78
475571.59,9245675.78,2.78
459659.58,9256652.03,2.78
456615.05,9250346.67,2.79
455177.96,9251794.73,2.79
458885.87,9256892.74,2.79
466557.42,9254411.07,2.79
465150.40,9256316.72,2.79
462197.36,9257755.62,2.79
512117.61,9254209.24,2.80
474960.93,9243435.92,2.80
462044.27,9249085.56,2.80
454502.64,9252012.24,2.80
467016.82,9247943.69,2.80
471110.69,9247112.26,2.80
473705.71,9246268.44,2.80
465443.80,9250888.01,2.80
464924.13,9251535.01,2.80
514471.43,9254565.99,2.81
453580.72,9250871.71,2.81
456948.07,9250241.54,2.81
470475.20,9246836.02,2.81
465632.20,9250826.02,2.81
458068.98,9254252.85,2.81
463638.96,9257788.79,2.81
462678.75,9248400.94,2.82
464208.04,9252753.84,2.82
463553.22,9253445.95,2.82
462328.60,9254330.37,2.82
461090.27,9249871.97,2.83
452517.79,9254118.45,2.83
452848.14,9254495.22,2.83
453083.88,9254896.01,2.83
458252.27,9254193.21,2.83
466527.61,9253446.95,2.83
458210.07,9259534.80,2.83
454644.81,9252460.27,2.84
463887.82,9249942.47,2.84
463791.28,9250945.85,2.84
464706.88,9252579.87,2.84
459713.98,9257107.12,2.84
505094.03,9250524.43,2.85
470276.04,9245922.97,2.85
471294.71,9247053.08,2.85
461775.24,9250635.75,2.85
454846.40,9253353.33,2.85
464198.95,9252248.33,2.85
464570.23,9255059.34,2.85
465358.20,9247042.46,2.86
454950.84,9250892.71,2.86
457715.57,9250482.78,2.86
449418.50,9253662.34,2.86
459862.88,9250269.80,2.86
460750.79,9255309.09,2.86
498713.99,9245620.92,2.87
465549.38,9246984.20,2.87
474063.58,9244705.60,2.87
467872.44,9248162.98,2.87
453898.69,9253170.26,2.87
462535.98,9250381.57,2.87
469173.68,9248704.06,2.87
467453.92,9250720.05,2.87
458001.11,9254747.27,2.87
465987.89,9253618.88,2.87
466346.40,9253506.40,2.87
466259.79,9247226.45,2.88
522429.05,9258914.39,2.88
513123.45,9267453.26,2.88
474257.58,9244145.20,2.89
454613.10,9251000.77,2.89
463955.98,9248459.05,2.89
467661.47,9247258.41,2.89
474801.48,9245425.87,2.89
465259.66,9251427.70,2.89
467073.35,9251823.98,2.89
458182.14,9256640.05,2.89
466915.25,9254297.11,2.89
464781.23,9257401.47,2.89
475168.08,9243854.96,2.90
473151.25,9246442.04,2.90
473338.35,9246383.57,2.90
472349.29,9247678.05,2.90
472681.98,9248049.26,2.90
456397.54,9257708.27,2.90
473715.75,9244316.88,2.91
463091.72,9251170.37,2.91
455651.83,9250203.15,2.92
462899.97,9247844.88,2.92
454422.60,9251567.10,2.92
469312.78,9246721.06,2.92
464671.66,9249698.60,2.92
466384.52,9250583.00,2.92
450407.22,9256245.69,2.92
465091.72,9251480.45,2.92
465186.14,9253403.81,2.92
465738.28,9255156.40,2.92
458389.37,9258514.20,2.92
463614.77,9256823.84,2.92
464307.65,9258055.29,2.92
452597.45,9253607.07,2.93
471621.40,9248409.49,2.93
465717.13,9253226.79,2.93
460980.79,9259620.89,2.93
512113.80,9268634.03,2.93
452841.79,9251101.18,2.94
456780.44,9250294.43,2.94
461687.50,9248729.87,2.94
470524.30,9247791.85,2.94
454258.59,9253542.15,2.94
453026.32,9254435.19,2.94
467413.03,9251707.63,2.94
460316.87,9254983.56,2.94
464815.58,9254489.07,2.94
459035.87,9257335.32,2.94
479711.13,9243837.71,2.95
464277.03,9249817.57,2.95
466567.79,9251989.95,2.95
460208.67,9257928.01,2.95
460024.20,9259923.80,2.95
514661.79,9256827.55,2.96
472476.65,9246190.34,2.96
464866.57,9249635.35,2.96
462845.65,9250767.69,2.96
463247.45,9252098.92,2.96
496917.93,9244001.57,2.97
512278.39,9255387.03,2.97
455461.18,9250264.87,2.97
463181.06,9248237.94,2.97
472313.90,9246243.97,2.97
451476.97,9254932.59,2.97
453916.12,9255107.95,2.97
463914.72,9251876.95,2.97
465610.99,9252777.91,2.97
456359.78,9256733.15,2.97
461502.16,9257009.15,2.97
458330.26,9259977.80,2.97
461775.60,9258856.25,2.97
505017.16,9249925.91,2.98
509813.14,9253918.54,2.98
465471.48,9248460.66,2.98
453030.88,9255403.90,2.98
464249.53,9251758.33,2.98
517038.75,9258236.81,2.99
455610.25,9252145.39,2.99
470716.77,9247728.09,2.99
474328.17,9246551.95,2.99
461677.50,9251620.33,2.99
451183.87,9255519.07,2.99
460552.60,9252955.36,2.99
454319.13,9255456.30,2.99
463709.07,9252915.54,2.99
464283.73,9255625.53,2.99
465558.33,9255218.54,2.99
464347.81,9256092.47,2.99
513426.75,9266718.52,2.99
503108.28,9248813.04,3.00
503266.70,9248906.46,3.00
501673.48,9248472.68,3.00
509755.23,9253342.81,3.00
489736.66,9241838.03,3.00
509487.77,9253714.78,3.00
510104.06,9254611.71,3.00
464457.30,9246850.75,3.00
466901.06,9246055.74,3.00
466706.66,9246599.39,3.00
472814.90,9244608.95,3.00
464539.19,9247796.27,3.00
469577.35,9246153.56,3.00
472690.34,9245154.13,3.00
473037.46,9245043.69,3.00
475603.38,9244209.36,3.00
466918.47,9247502.60,3.00
467847.30,9247200.33,3.00
473877.31,9245254.63,3.00
455010.23,9251849.89,3.00
458997.09,9250543.85,3.00
466512.15,9248113.65,3.00
470128.54,9246947.19,3.00
470645.92,9246781.76,3.00
468447.87,9247974.95,3.00
468828.31,9247852.25,3.00
472042.80,9246812.11,3.00
472966.06,9246499.66,3.00
456572.52,9252303.92,3.00
459481.56,9251365.36,3.00
461585.80,9250696.82,3.00
463114.74,9250190.84,3.00
471852.79,9247351.51,3.00
463595.71,9250522.92,3.00
473102.23,9247434.38,3.00
460810.14,9251904.04,3.00
463443.75,9251058.06,3.00
466585.30,9250033.51,3.00
472329.72,9248172.32,3.00
467890.22,9250100.55,3.00
450232.01,9256300.82,3.00
450451.86,9256721.62,3.00
453553.14,9255707.98,3.00
465719.02,9252248.84,3.00
459403.27,9255271.32,3.00
465010.02,9253460.21,3.00
466076.95,9253106.27,3.00
466437.57,9252988.70,3.00
465551.08,9254251.82,3.00
466736.60,9254353.23,3.00
464653.21,9255505.89,3.00
465975.00,9256547.78,3.00
460504.79,9259768.69,3.00
449965.76,9253340.72,3.00
517993.01,9263861.13,3.00
495629.24,9240535.14,3.01
492173.42,9242766.33,3.01
466942.94,9247014.26,3.01
472153.54,9248231.72,3.01
452316.55,9255155.48,3.01
459361.02,9254803.09,3.01
470508.36,9251669.20,3.01
466849.93,9247998.49,3.02
468234.07,9247567.66,3.02
473136.21,9245982.59,3.02
450998.90,9255581.21,3.02
452020.92,9256221.92,3.02
499612.24,9246707.98,3.03
508476.67,9253653.47,3.03
483518.61,9239705.58,3.03
450329.64,9252894.10,3.03
469685.42,9246604.49,3.03
458110.03,9251336.63,3.03
458903.25,9251558.65,3.03
467307.82,9249318.38,3.03
455473.00,9253641.57,3.03
469019.13,9249244.14,3.03
458520.74,9259914.18,3.03
509014.45,9254501.98,3.04
509518.97,9254811.56,3.04
465740.10,9246924.39,3.04
473208.12,9244985.33,3.04
477851.24,9243469.43,3.04
455160.82,9251331.87,3.04
472249.67,9245769.79,3.04
473148.91,9245494.24,3.04
470850.01,9248159.20,3.04
517732.09,9258039.24,3.04
509979.82,9252939.00,3.05
511888.68,9256237.37,3.05
470392.91,9245400.05,3.05
463864.19,9248011.87,3.05
473547.58,9244868.30,3.05
454776.79,9253864.18,3.05
473103.50,9248397.97,3.05
493525.63,9243037.17,3.06
474044.33,9243737.63,3.06
466772.57,9247068.08,3.06
470444.39,9245869.10,3.06
468922.02,9247345.97,3.06
472226.64,9246748.69,3.06
461396.70,9250757.10,3.06
467118.98,9249381.33,3.06
462710.30,9253228.29,3.06
459749.92,9254679.46,3.06
458502.79,9257017.39,3.06
464191.41,9256630.83,3.06
464114.16,9258113.75,3.06
509710.80,9266319.27,3.06
500504.60,9246151.11,3.07
512470.98,9257649.53,3.07
468529.33,9246511.21,3.07
455509.80,9251685.26,3.07
468791.76,9248344.24,3.07
473660.58,9247249.94,3.07
474431.21,9247974.24,3.07
458236.39,9253722.34,3.07
459022.49,9254422.20,3.07
466228.71,9252091.65,3.07
456449.60,9256754.42,3.07
476976.93,9243747.10,3.08
449423.91,9253190.68,3.08
453472.43,9251871.31,3.08
466733.11,9247565.69,3.08
469953.90,9247003.94,3.08
467636.92,9254059.56,3.08
493187.53,9242836.24,3.09
510622.64,9253858.97,3.09
457504.73,9251033.11,3.09
460200.81,9251616.18,3.09
462547.46,9253281.74,3.09
484799.64,9237249.41,3.10
468049.72,9246150.02,3.10
467115.19,9246957.91,3.10
468987.04,9248761.55,3.10
469911.19,9248468.40,3.10
450053.27,9256360.93,3.10
450585.05,9256189.55,3.10
450649.45,9256654.75,3.10
464002.51,9252313.59,3.10
465243.96,9252898.38,3.10
463087.00,9255536.72,3.10
464153.59,9256158.65,3.10
509404.30,9253138.10,3.11
468219.36,9247083.87,3.11
461447.44,9257995.77,3.12
516520.26,9264237.84,3.12
508502.17,9254194.90,3.13
448911.33,9253820.55,3.13
465255.04,9250952.54,3.13
459945.15,9254618.06,3.13
460420.93,9256409.24,3.13
476547.07,9241466.40,3.14
458265.76,9250311.05,3.14
467321.86,9251252.28,3.14
458363.99,9256578.79,3.14
512956.44,9267563.19,3.14
467652.70,9245819.27,3.15
475686.29,9243196.08,3.15
468063.08,9247620.52,3.15
463632.35,9249538.59,3.15
493927.64,9241125.00,3.16
501850.82,9248042.68,3.16
491905.84,9243684.50,3.16
513809.14,9256843.46,3.16
465166.94,9247101.84,3.16
449754.95,9253550.25,3.16
466679.18,9255891.04,3.16
459590.55,9258602.16,3.16
449637.73,9253171.11,3.16
479771.68,9241875.92,3.17
469542.49,9248587.65,3.17
469780.57,9247063.56,3.18
459466.62,9250894.29,3.18
467109.11,9249858.19,3.18
464683.97,9251140.63,3.18
462827.27,9254635.24,3.18
459762.45,9258504.69,3.18
492155.95,9240598.73,3.19
501693.33,9247947.97,3.19
475145.07,9243375.65,3.19
469401.55,9246216.30,3.19
467546.07,9247776.71,3.19
452852.20,9254871.36,3.19
491999.42,9243205.37,3.20
510480.27,9254309.62,3.20
508837.52,9253868.54,3.20
509415.02,9256363.83,3.20
464883.40,9247682.45,3.20
465120.67,9248571.23,3.20
473574.54,9247762.64,3.20
459360.97,9254310.79,3.20
460041.31,9256527.94,3.20
468433.63,9246029.96,3.21
472634.24,9244668.19,3.21
457337.56,9251089.89,3.21
451984.10,9253317.34,3.21
472595.72,9246622.30,3.21
451666.00,9257298.43,3.21
492600.11,9244102.23,3.22
467288.60,9246896.82,3.22
455211.06,9252745.52,3.22
463079.99,9252152.19,3.22
466013.59,9254593.04,3.22
452368.18,9254623.06,3.22
509051.10,9268404.94,3.22
501337.11,9247202.76,3.23
467478.18,9246345.15,3.23
473895.57,9244259.21,3.23
452037.89,9253793.93,3.23
464879.68,9251077.19,3.23
478630.23,9242244.49,3.24
455997.15,9252493.75,3.24
453487.49,9253792.27,3.24
462047.95,9256838.87,3.24
509650.34,9253817.39,3.25
514868.57,9257492.68,3.25
472614.41,9247103.61,3.25
465300.17,9255784.22,3.25
461259.42,9258055.44,3.25
492080.27,9244340.92,3.26
509834.20,9255525.46,3.26
451368.39,9254490.40,3.26
471643.56,9250814.52,3.26
463455.01,9255412.52,3.26
471273.01,9252873.32,3.26
485322.95,9237562.76,3.27
512318.32,9254879.72,3.27
508829.43,9253326.15,3.27
510993.76,9255160.35,3.27
487946.42,9242365.40,3.27
464223.20,9247408.44,3.27
466367.36,9247688.32,3.27
469437.04,9247178.57,3.27
456191.44,9252430.23,3.27
470138.47,9247913.48,3.27
453833.60,9255376.81,3.27
455953.17,9250577.03,3.28
459272.42,9250958.37,3.28
473847.39,9247189.65,3.28
450937.17,9256077.98,3.28
470283.36,9249813.14,3.28
464398.11,9254127.69,3.28
464386.13,9255117.43,3.28
477169.67,9242729.26,3.29
464976.46,9247160.27,3.29
452124.56,9255217.29,3.29
453564.10,9255223.22,3.29
463077.67,9255051.40,3.29
460821.67,9259670.02,3.29
519102.01,9263713.39,3.29
489870.25,9243540.08,3.30
472149.40,9246298.73,3.30
451851.81,9253854.71,3.30
461185.83,9256158.24,3.30
464729.05,9255967.00,3.30
460939.86,9257688.62,3.30
457896.37,9259149.38,3.30
466086.86,9247281.41,3.31
464020.31,9249414.80,3.31
453464.47,9254765.60,3.31
510036.76,9266110.25,3.31
509094.04,9267237.41,3.31
511900.46,9269315.96,3.31
462427.28,9248961.93,3.32
470229.76,9246433.10,3.32
469608.90,9247122.77,3.32
462343.90,9250445.43,3.32
472804.85,9247044.86,3.32
473481.47,9248276.46,3.32
464081.89,9251817.77,3.32
488687.52,9235820.14,3.33
511383.53,9255939.98,3.33
510496.54,9256996.00,3.33
466371.12,9249627.88,3.33
463510.57,9254416.39,3.33
452210.21,9254537.35,3.33
497034.88,9245151.34,3.34
508672.18,9254298.73,3.34
508460.58,9254718.12,3.34
465741.76,9247393.48,3.34
449586.78,9253607.27,3.34
469089.18,9247291.00,3.34
476931.88,9244740.43,3.34
471670.54,9246933.39,3.34
466820.33,9248996.41,3.34
460023.68,9257985.37,3.34
487066.59,9238613.21,3.35
512268.51,9253786.52,3.35
513972.30,9255325.91,3.35
509690.54,9254914.64,3.35
510835.00,9256136.66,3.35
463899.05,9247028.33,3.35
473695.53,9245315.38,3.35
478369.62,9243797.94,3.35
466557.35,9249567.67,3.35
474406.24,9247005.76,3.35
452508.34,9254605.35,3.35
462169.68,9258737.44,3.35
463033.00,9260244.35,3.35
517406.44,9258246.59,3.35
514475.19,9255099.30,3.36
515504.25,9257340.71,3.36
507244.94,9252900.94,3.36
470049.58,9246490.36,3.36
471489.20,9246519.86,3.36
463055.85,9249720.67,3.36
474075.60,9246151.49,3.36
466105.65,9251152.38,3.36
473652.49,9248713.83,3.36
453987.43,9256068.15,3.36
476277.89,9240155.27,3.36
478934.34,9242641.08,3.37
459687.27,9250327.65,3.37
470811.08,9246728.13,3.37
460979.66,9250404.57,3.37
472505.90,9248111.45,3.37
466867.33,9255840.75,3.37
510201.94,9266002.97,3.37
513556.13,9257772.35,3.38
472451.87,9244726.32,3.38
452902.51,9253007.69,3.38
451821.28,9254821.26,3.38
453846.90,9254639.85,3.38
503369.04,9249501.24,3.39
472968.91,9245550.22,3.39
457143.38,9252126.90,3.39
459076.58,9252474.94,3.39
450487.18,9257186.36,3.39
455053.60,9256688.12,3.39
463125.64,9257465.30,3.39
512787.02,9267673.58,3.39
493167.45,9239058.54,3.40
496131.57,9240840.02,3.40
492652.75,9240906.71,3.40
510450.41,9253755.81,3.40
464413.18,9247346.63,3.40
453713.76,9253230.96,3.40
469368.47,9249127.62,3.40
466701.26,9252420.17,3.40
467253.48,9252235.93,3.40
514491.46,9256724.18,3.41
452529.56,9253132.71,3.41
472425.30,9247160.86,3.41
452700.80,9255026.41,3.41
463554.05,9251506.15,3.41
467619.88,9250671.22,3.41
469869.53,9246547.82,3.42
452670.03,9252615.94,3.42
453178.38,9252451.19,3.42
455602.55,9252618.74,3.42
460638.21,9251962.47,3.42
460027.45,9254092.72,3.42
462384.38,9257696.41,3.42
462570.16,9257638.66,3.42
460114.73,9258898.04,3.42
510312.87,9254216.20,3.43
474923.68,9244425.35,3.43
468061.52,9248100.65,3.43
470327.29,9249306.57,3.43
470787.39,9249647.24,3.43
453504.86,9255210.17,3.43
505805.13,9250418.64,3.44
517444.11,9257415.47,3.44
467465.25,9246836.38,3.44
471146.64,9246129.48,3.44
458828.66,9250597.65,3.44
465539.32,9250371.73,3.44
494428.29,9244664.31,3.45
453733.42,9254196.87,3.45
466109.27,9256036.97,3.45
464051.40,9257157.31,3.45
463056.30,9257977.23,3.45
454159.57,9255548.17,3.45
460708.08,9248551.28,3.46
477675.60,9243526.91,3.46
475373.63,9244771.75,3.46
475461.17,9245216.83,3.46
468257.12,9248036.94,3.46
452892.61,9254961.38,3.46
466461.43,9253958.62,3.46
466377.05,9254470.37,3.46
509350.20,9254707.84,3.47
485072.21,9242270.75,3.47
475749.71,9244648.45,3.47
454063.24,9253604.15,3.47
471037.27,9248099.49,3.47
469017.59,9247789.29,3.48
455800.10,9252556.74,3.48
469177.91,9248221.49,3.48
463033.49,9250711.80,3.48
466007.85,9250703.87,3.48
459774.45,9258544.60,3.48
466343.58,9248169.40,3.49
452710.29,9254051.68,3.49
451986.37,9256702.01,3.49
510365.32,9255329.04,3.50
461936.07,9250087.44,3.50
464785.72,9249159.06,3.50
466890.44,9252361.11,3.50
450960.86,9253174.39,3.51
472780.60,9246559.27,3.51
453675.74,9253730.18,3.51
459888.37,9253168.63,3.51
465370.20,9254310.57,3.51
491727.42,9237643.23,3.52
507071.77,9252797.61,3.52
460344.87,9248666.23,3.52
475904.45,9243614.19,3.52
479209.64,9243030.22,3.52
465817.77,9249797.93,3.52
457838.08,9258701.87,3.52
510508.50,9264169.74,3.52
466900.51,9246534.04,3.53
472430.85,9245712.73,3.53
460216.07,9250150.32,3.53
494958.59,9240139.12,3.54
514135.55,9254891.42,3.54
493863.09,9243238.13,3.54
484367.87,9240752.62,3.54
475382.91,9242815.81,3.54
465017.86,9246670.18,3.54
468763.88,9246900.02,3.54
472969.24,9246037.23,3.54
452225.48,9253731.81,3.54
470955.84,9249590.88,3.54
452791.05,9255955.96,3.54
510268.88,9265405.29,3.54
520767.90,9262815.68,3.55
473535.37,9244376.80,3.55
450936.57,9252178.88,3.55
474751.76,9244480.64,3.55
466488.89,9255938.43,3.55
497361.53,9245351.55,3.56
512281.00,9254309.24,3.56
507986.21,9253887.62,3.56
453395.66,9250929.71,3.56
471717.51,9244974.70,3.56
455450.05,9250740.54,3.56
472343.42,9245261.34,3.56
467720.94,9247724.36,3.56
468750.62,9247402.29,3.56
470474.39,9248278.93,3.56
452336.76,9254658.64,3.56
517037.82,9257912.81,3.56
510132.40,9256791.31,3.57
453284.48,9252884.72,3.57
467457.30,9249746.72,3.57
461573.61,9256505.99,3.57
491012.91,9236689.15,3.58
476276.88,9244956.16,3.58
463438.89,9249600.03,3.58
454602.86,9253919.37,3.58
458356.82,9253209.50,3.58
452330.56,9255629.95,3.58
466801.80,9252870.97,3.58
509333.62,9252010.69,3.59
512449.09,9254413.05,3.59
469756.63,9246091.61,3.59
453864.11,9252707.44,3.59
466572.90,9250523.00,3.59
462807.88,9259030.51,3.59
494484.62,9238771.00,3.60
510461.23,9254828.29,3.60
474955.91,9240044.89,3.60
459838.77,9258044.55,3.60
508879.10,9268528.09,3.60
515481.17,9256244.86,3.61
512442.23,9255487.89,3.61
452347.88,9253195.15,3.61
451814.74,9255798.94,3.61
456766.73,9258078.56,3.61
492368.52,9236431.53,3.62
517903.82,9257702.71,3.62
509185.89,9252457.43,3.63
474807.36,9244951.65,3.63
458332.47,9250760.34,3.63
474894.16,9246363.55,3.63
467242.57,9251765.16,3.63
471809.01,9252707.35,3.63
451895.56,9254365.84,3.63
505340.53,9249620.66,3.64
513805.64,9255225.92,3.64
484031.39,9240550.84,3.64
476122.66,9244526.78,3.64
469564.04,9248096.27,3.64
465109.71,9254885.48,3.64
461691.45,9257433.47,3.64
501535.44,9247854.99,3.65
502638.34,9248527.92,3.65
512402.99,9256549.00,3.65
449603.41,9253133.23,3.65
467675.94,9248227.56,3.65
463770.39,9256288.83,3.65
488527.20,9235723.45,3.66
511541.19,9252803.30,3.66
486885.03,9240661.62,3.66
454444.42,9251058.89,3.66
475435.09,9244261.52,3.66
477149.51,9243691.94,3.66
473513.09,9245374.90,3.66
466173.48,9248226.55,3.66
455998.23,9252019.43,3.66
466398.43,9252041.12,3.66
512445.59,9262430.08,3.66
507562.76,9251474.70,3.67
513123.47,9254827.62,3.67
509976.11,9254019.38,3.67
472789.59,9245603.94,3.67
469207.16,9247724.86,3.67
468986.02,9248283.35,3.67
472233.69,9247222.87,3.67
466787.08,9250932.42,3.67
463540.40,9252968.64,3.67
463273.96,9254987.10,3.67
453997.00,9255462.02,3.67
509872.52,9266215.35,3.67
525612.01,9259083.32,3.67
472864.20,9245099.75,3.68
474996.12,9244894.22,3.68
465999.53,9249741.80,3.68
472914.58,9247495.09,3.68
509412.88,9267589.40,3.68
490529.18,9239083.58,3.69
454792.85,9251444.70,3.69
471124.64,9249534.59,3.69
514949.63,9257600.26,3.69
