x,y,z_srtm
469105.10,9231031.88,12.24
471010.68,9216408.81,12.24
470524.81,9220553.66,12.24
473257.70,9223858.16,12.25
469082.95,9221833.24,12.25
468456.07,9225802.84,12.25
477227.52,9235924.35,12.25
500238.10,9249781.76,12.25
471670.49,9218712.66,12.25
470939.29,9221025.74,12.25
472134.44,9226404.73,12.26
472179.23,9226961.18,12.26
475082.45,9251639.60,12.26
467121.66,9226617.11,12.27
475569.57,9231705.72,12.27
496856.97,9248276.27,12.27
476917.01,9229811.15,12.28
481196.81,9234019.68,12.28
475831.13,9231325.17,12.28
495827.28,9247641.21,12.28
469372.47,9219144.43,12.28
471149.14,9222571.96,12.30
473274.49,9229260.07,12.30
481272.89,9246231.07,12.30
487002.41,9245345.14,12.30
474265.82,9231437.18,12.31
476546.80,9233892.33,12.31
475988.83,9227111.81,12.32
475737.38,9231810.08,12.32
485030.48,9244946.80,12.32
487693.76,9246551.09,12.32
469973.55,9221479.27,12.32
472542.22,9227718.68,12.33
473011.28,9229631.13,12.33
490577.89,9245042.27,12.33
471562.68,9215956.90,12.33
470816.15,9216406.79,12.33
468286.20,9224085.32,12.34
501783.58,9250165.65,12.34
471532.28,9220097.53,12.34
472898.76,9224703.80,12.34
501752.71,9250673.18,12.35
472305.35,9226505.96,12.36
475002.60,9229190.74,12.36
473179.27,9229734.61,12.36
491983.71,9245889.37,12.36
476148.86,9227740.48,12.37
498258.89,9241517.18,12.37
503290.22,9252685.11,12.37
470040.41,9219172.03,12.37
486885.53,9245875.32,12.37
498695.88,9245076.56,12.38
472089.10,9218719.95,12.38
488258.50,9233951.92,12.39
472593.05,9224251.74,12.39
472535.72,9224679.28,12.39
469929.36,9252343.79,12.39
491409.70,9243936.90,12.40
472203.50,9215492.48,12.40
472395.59,9223788.34,12.40
470980.28,9227326.19,12.41
469936.95,9230476.02,12.41
470587.49,9220098.33,12.41
469493.27,9222661.44,12.42
468622.64,9228599.66,12.42
484453.27,9244061.58,12.42
470579.59,9221476.67,12.42
468593.92,9221522.53,12.43
473123.09,9226441.53,12.43
486726.89,9245960.61,12.43
471917.50,9222402.68,12.43
485681.93,9244808.78,12.43
475456.03,9227320.62,12.44
475309.44,9230473.44,12.44
470111.40,9230581.25,12.44
498735.98,9248889.09,12.44
486964.60,9233170.86,12.45
471034.65,9226272.87,12.45
471381.99,9229708.01,12.45
479856.46,9233744.34,12.46
469389.72,9230684.81,12.46
477239.43,9235414.07,12.46
505389.40,9253417.33,12.46
468405.08,9252354.89,12.46
469544.15,9229710.48,12.47
486115.85,9244178.49,12.47
474075.40,9250995.31,12.47
472029.35,9225266.20,12.48
470049.40,9234833.66,12.48
471764.73,9223477.00,12.49
471688.82,9220095.49,12.49
472544.16,9222864.47,12.49
482991.42,9245198.43,12.49
485978.97,9246160.91,12.49
472912.31,9224717.20,12.50
491898.26,9241001.40,12.50
474438.56,9231542.12,12.50
472712.41,9220552.13,12.50
484743.56,9243653.40,12.50
479784.48,9247206.97,12.50
473071.24,9224815.60,12.51
473346.26,9227132.62,12.51
492667.37,9238766.19,12.51
476224.91,9234800.81,12.51
479087.02,9237579.09,12.51
502880.63,9251895.78,12.51
491043.76,9246936.75,12.51
471917.53,9220548.94,12.51
501802.81,9249630.52,12.52
465955.69,9231811.87,12.52
500579.56,9249433.58,12.53
505045.45,9253212.55,12.53
484282.71,9245255.89,12.53
472585.51,9223990.21,12.54
491062.98,9246406.58,12.54
470433.43,9220095.33,12.54
477569.11,9248900.71,12.54
469583.22,9221631.10,12.55
477564.95,9229668.50,12.55
468562.43,9253757.96,12.55
474522.63,9251822.97,12.55
473177.60,9228636.64,12.56
472095.56,9223681.42,12.57
472617.24,9226148.06,12.58
467755.93,9231312.69,12.58
486163.20,9246103.66,12.58
475996.67,9231424.81,12.59
471534.09,9218252.79,12.59
472475.50,9220095.30,12.59
494366.95,9247855.19,12.60
488773.57,9246109.72,12.60
469409.15,9218735.16,12.60
475631.88,9227424.87,12.61
492155.89,9245995.89,12.62
493548.17,9246826.99,12.62
472322.19,9219646.10,12.62
472391.08,9224251.72,12.62
482537.82,9244847.37,12.62
470796.70,9222361.71,12.64
468129.76,9223987.63,12.64
468964.75,9221028.10,12.64
473362.15,9223784.13,12.64
484936.89,9244557.91,12.64
476938.07,9234681.69,12.65
489857.36,9245681.62,12.65
472080.56,9222401.50,12.65
473979.70,9251520.17,12.65
481359.10,9234659.57,12.66
470225.04,9218717.91,12.66
473079.25,9224294.50,12.67
472274.44,9224320.57,12.67
479018.84,9230003.34,12.67
505885.81,9248307.41,12.67
492327.60,9246102.05,12.67
487906.24,9245044.15,12.67
484746.26,9243692.44,12.67
472532.31,9221938.23,12.67
471751.30,9222858.31,12.67
476570.35,9250196.44,12.67
474545.38,9231090.95,12.68
476573.98,9233371.98,12.68
471513.75,9219639.68,12.68
471151.17,9222869.13,12.68
471356.49,9227002.50,12.69
468862.09,9227664.34,12.69
505841.87,9254215.07,12.69
471917.28,9219642.34,12.69
474162.40,9251457.47,12.69
468377.10,9253818.53,12.69
475910.70,9229202.71,12.70
503524.89,9251209.40,12.70
490706.84,9244581.15,12.70
493345.94,9247793.84,12.70
472604.98,9228844.71,12.71
469621.34,9218257.77,12.71
471062.97,9220099.83,12.71
475809.83,9228626.77,12.72
488253.55,9245247.90,12.72
472367.22,9216408.75,12.72
471462.37,9218713.11,12.72
472420.96,9223887.85,12.73
475664.42,9231224.97,12.74
475322.07,9232632.12,12.75
475157.05,9233063.26,12.75
469585.88,9230259.97,12.75
502595.33,9251181.07,12.75
472371.16,9225473.21,12.76
472374.76,9227619.22,12.76
474791.41,9232313.54,12.76
468825.35,9224945.19,12.77
470856.14,9219176.03,12.77
472795.15,9221016.86,12.77
472245.34,9222405.56,12.77
469866.63,9225561.38,12.78
475578.12,9227932.27,12.79
473925.45,9231233.75,12.79
467416.95,9231111.01,12.79
471166.29,9234445.09,12.79
472002.95,9220092.83,12.79
479047.42,9233802.45,12.80
479378.50,9234002.55,12.80
485845.91,9244905.85,12.80
469772.74,9221481.38,12.80
477491.99,9249896.66,12.80
473143.82,9219650.32,12.81
468754.69,9221625.18,12.82
476013.23,9229799.55,12.82
482015.09,9245023.60,12.82
467573.56,9253599.49,12.82
469755.75,9221735.56,12.83
470972.92,9222466.31,12.83
469036.83,9227768.80,12.83
474021.91,9230783.68,12.83
471554.70,9229812.25,12.83
504535.17,9252914.70,12.83
473414.25,9220099.10,12.83
475907.62,9228130.51,12.84
472839.65,9228429.30,12.84
475676.31,9232844.38,12.85
471761.28,9215954.16,12.85
470794.10,9223982.88,12.86
505506.39,9254011.39,12.86
470734.17,9221026.51,12.86
469298.84,9226849.05,12.88
471979.09,9216407.00,12.89
470340.98,9217793.36,12.89
481313.53,9245266.13,12.89
475308.25,9232087.46,12.90
477395.34,9234416.84,12.90
479562.59,9245826.76,12.90
469606.57,9224885.85,12.91
476028.99,9230369.80,12.91
471958.05,9215952.08,12.91
473627.25,9221486.84,12.91
477047.22,9240332.42,12.91
472040.34,9223117.87,12.92
471107.82,9227951.20,12.92
502260.60,9250969.88,12.92
491232.86,9246510.84,12.92
472566.65,9218256.99,12.92
471120.07,9229020.70,12.93
476415.57,9234373.19,12.93
491635.00,9245677.24,12.93
494196.58,9247753.04,12.93
490032.29,9245785.22,12.93
472513.42,9220550.04,12.93
471998.66,9224711.25,12.94
472718.46,9225677.24,12.94
486293.89,9243006.68,12.94
472748.30,9224090.40,12.95
491477.39,9246114.20,12.95
471522.08,9220548.97,12.95
504141.01,9253190.19,12.96
506964.10,9255973.41,12.96
470744.77,9220101.13,12.96
474341.98,9251888.51,12.97
472200.01,9225369.76,12.98
471893.14,9230019.77,12.98
491893.20,9247448.14,12.98
470002.11,9215900.18,12.98
469933.51,9221020.23,12.98
474952.02,9250720.53,12.98
476590.70,9250664.74,12.98
475145.05,9232525.44,12.99
473496.60,9219173.42,12.99
471151.16,9221024.80,12.99
472998.79,9221017.95,12.99
475985.15,9228732.52,13.00
472499.77,9228226.12,13.00
475828.28,9230779.85,13.00
471657.10,9234200.80,13.00
471490.42,9217345.24,13.00
471746.16,9217795.66,13.00
471516.47,9219180.12,13.00
471560.99,9221022.76,13.00
479289.17,9247847.51,13.00
468447.42,9224185.81,13.01
475134.62,9231977.80,13.01
496871.54,9247753.13,13.01
469539.13,9217804.12,13.01
472994.77,9224248.26,13.01
481474.19,9245679.85,13.01
472560.87,9223439.05,13.02
476528.33,9226892.32,13.02
475692.36,9230161.33,13.02
499121.49,9246423.39,13.02
477057.98,9234202.13,13.02
472126.73,9221940.91,13.02
475496.94,9231124.18,13.03
492162.55,9246525.58,13.03
472694.23,9225128.23,13.04
475742.14,9229098.36,13.04
476410.98,9232218.04,13.04
470077.39,9219640.98,13.04
490545.94,9235316.37,13.05
475861.15,9230264.90,13.05
474157.07,9219175.84,13.05
468336.32,9223564.43,13.06
473776.19,9218260.53,13.06
471253.92,9218716.18,13.06
469244.19,9219632.12,13.06
473304.96,9220555.75,13.06
485503.29,9244867.11,13.06
477313.28,9249464.70,13.06
473613.27,9226739.91,13.07
481121.85,9233440.40,13.07
502091.79,9250868.86,13.07
471366.15,9215962.02,13.07
471542.00,9217797.24,13.07
471424.45,9222407.21,13.07
470231.15,9222573.90,13.08
477226.71,9234309.19,13.08
490615.83,9245599.22,13.08
466633.91,9231702.82,13.08
474718.97,9231190.72,13.09
469706.76,9219160.58,13.09
470795.31,9216873.95,13.10
471881.84,9218715.64,13.10
469728.21,9220552.50,13.10
487124.41,9233267.76,13.11
469851.01,9253348.32,13.11
472821.07,9226816.21,13.13
469053.24,9227243.44,13.13
507133.33,9256076.46,13.13
477675.29,9249837.79,13.13
476196.29,9230475.24,13.14
471501.97,9228725.04,13.14
498217.90,9244785.48,13.14
470386.68,9215936.62,13.15
472346.93,9222864.68,13.15
480962.93,9245381.20,13.15
472957.44,9226344.69,13.16
472676.90,9229422.71,13.16
474332.72,9230432.06,13.16
472591.49,9215493.53,13.16
473957.89,9229658.41,13.17
476167.81,9232605.99,13.17
472124.38,9233939.42,13.18
474358.81,9220102.63,13.18
471685.90,9222897.52,13.19
498058.80,9249003.85,13.19
470128.42,9220090.99,13.20
476734.08,9235109.32,13.21
499651.48,9249960.95,13.21
472499.07,9230926.59,13.22
470457.90,9223775.89,13.23
475508.97,9233273.64,13.23
475412.27,9227833.92,13.24
485942.60,9245198.30,13.24
474175.13,9229247.31,13.25
473561.20,9219648.43,13.25
471351.52,9222865.48,13.25
475855.18,9232949.90,13.26
484740.89,9244621.05,13.28
476181.12,9229901.77,13.29
488983.68,9245154.44,13.29
472173.97,9216407.20,13.29
471576.10,9216873.84,13.29
472543.94,9225575.89,13.30
503633.05,9252888.51,13.30
504988.04,9253700.91,13.30
492677.43,9246831.89,13.30
486393.32,9245766.82,13.30
469331.35,9220551.56,13.30
473014.14,9221482.26,13.30
472320.51,9230821.30,13.31
470621.92,9216404.86,13.31
471358.83,9218253.47,13.31
473888.58,9220100.53,13.31
475914.96,9222876.26,13.31
472675.32,9223332.12,13.31
480248.96,9246573.07,13.32
473373.67,9227691.27,13.33
469451.33,9219635.86,13.33
472519.88,9225025.61,13.34
496165.36,9247850.64,13.34
475332.25,9222402.90,13.34
480917.57,9245860.80,13.34
487425.40,9245702.38,13.34
475743.60,9228030.59,13.35
481849.99,9245561.93,13.35
469614.11,9218729.63,13.36
470205.25,9219175.60,13.36
473691.87,9223335.77,13.36
473383.59,9225008.60,13.37
494918.48,9247641.84,13.37
470311.12,9217331.10,13.37
473430.86,9223955.79,13.38
473167.79,9223782.81,13.38
473593.57,9224247.06,13.38
484980.27,9245040.89,13.38
487287.40,9233365.49,13.39
470893.74,9217342.13,13.39
472588.84,9223787.08,13.39
484019.29,9231935.93,13.40
469696.91,9225457.09,13.40
482227.66,9245446.70,13.41
476398.39,9228429.81,13.42
468687.44,9227559.13,13.42
473089.47,9217802.72,13.42
472997.49,9219177.39,13.42
477857.16,9249779.15,13.42
502924.93,9251395.37,13.43
484979.41,9244382.74,13.43
469331.88,9225789.70,13.44
471294.83,9229122.99,13.44
468421.09,9230617.45,13.44
504703.85,9253014.68,13.44
479814.54,9247681.91,13.46
472935.77,9229053.38,13.47
472739.70,9218258.13,13.47
475981.61,9221947.21,13.47
483569.22,9245002.12,13.47
470559.78,9230299.78,13.48
470605.78,9216875.66,13.48
473828.95,9219173.04,13.48
469466.47,9216397.15,13.49
474584.22,9219642.17,13.49
473170.09,9227026.66,13.50
492849.14,9246934.83,13.50
472910.82,9220554.43,13.50
472749.73,9222405.57,13.50
473994.77,9219174.42,13.51
470305.71,9218245.01,13.52
471005.50,9218254.21,13.52
469927.25,9220553.48,13.52
474253.73,9226605.04,13.53
470777.11,9215959.54,13.53
472472.09,9217344.34,13.53
490056.79,9235018.05,13.54
473367.27,9228226.90,13.54
475905.02,9231913.17,13.54
473475.10,9236899.61,13.54
472216.40,9218255.32,13.54
478189.37,9249174.02,13.54
472670.12,9228326.43,13.55
472873.77,9227920.57,13.56
496509.89,9248064.43,13.56
472010.25,9215491.51,13.56
492757.38,9234746.09,13.56
472115.50,9220549.91,13.57
472918.05,9222402.47,13.57
485204.23,9245052.41,13.58
472911.54,9218259.15,13.58
478843.68,9248482.30,13.58
471090.42,9217344.59,13.59
475246.13,9227735.78,13.60
487053.96,9246156.46,13.60
470429.06,9216404.26,13.60
473164.17,9219175.99,13.60
473062.76,9225881.87,13.61
498943.24,9249541.92,13.61
469874.10,9219166.76,13.61
471681.79,9219180.66,13.61
472735.30,9223545.10,13.62
475575.44,9226301.04,13.62
477985.49,9234231.47,13.62
466800.36,9231800.61,13.62
471179.23,9224747.01,13.63
479212.05,9233902.49,13.63
487399.35,9245812.64,13.63
467661.69,9223694.51,13.64
473540.61,9221946.75,13.64
474269.73,9222402.70,13.64
472526.32,9219649.05,13.65
473896.27,9223334.68,13.65
471454.12,9225447.97,13.66
472172.28,9224816.68,13.67
474630.75,9218721.88,13.67
472831.00,9219178.92,13.67
474384.73,9219642.11,13.67
473422.81,9221484.80,13.67
475414.68,9224704.45,13.67
477135.76,9249524.93,13.67
471866.15,9227309.20,13.68
473082.80,9224707.23,13.68
470401.52,9222677.41,13.69
475460.99,9228409.48,13.69
472570.57,9230429.25,13.69
495996.96,9247744.00,13.69
471596.39,9215037.66,13.69
475735.77,9226400.65,13.70
467772.74,9228085.09,13.70
472156.17,9215951.62,13.70
472353.05,9215960.46,13.70
473085.99,9218259.90,13.70
471846.86,9219181.72,13.71
470901.87,9219639.84,13.71
472412.26,9222407.80,13.71
473618.19,9229462.93,13.72
473662.60,9219172.24,13.72
475139.62,9230372.01,13.73
474969.76,9230270.96,13.74
472011.40,9219182.02,13.74
473108.37,9220555.43,13.74
483415.27,9244569.49,13.74
475978.31,9227635.91,13.75
475328.38,9231025.04,13.75
503805.37,9252987.06,13.75
476935.39,9250073.22,13.75
476336.51,9228941.91,13.76
472214.22,9223226.65,13.77
501580.94,9250576.21,13.77
470028.70,9253286.76,13.77
504307.79,9253292.02,13.78
471786.69,9216406.93,13.78
472648.13,9226712.41,13.79
496336.43,9247957.57,13.79
473929.58,9222403.43,13.79
481137.74,9245323.93,13.79
472387.75,9223332.90,13.81
489559.54,9234728.17,13.81
469060.46,9230485.47,13.81
473392.03,9224247.49,13.81
476632.03,9251138.00,13.81
474891.33,9231290.83,13.82
474755.41,9221956.37,13.82
476757.73,9226503.18,13.83
473222.51,9225437.68,13.83
474659.88,9230628.82,13.83
470946.51,9217799.06,13.83
469869.10,9219639.38,13.83
475717.52,9222873.51,13.83
482889.57,9244732.15,13.83
479404.47,9248302.72,13.83
470207.95,9229544.99,13.84
474201.67,9220100.81,13.84
470492.33,9219641.67,13.85
475573.82,9228994.65,13.87
475522.70,9230059.52,13.87
470542.80,9217794.84,13.87
472129.80,9217793.42,13.88
474443.23,9222405.56,13.88
470624.33,9223878.71,13.89
502600.35,9252270.53,13.89
489443.27,9246511.18,13.89
470285.33,9219641.97,13.89
475805.90,9227530.47,13.91
468976.63,9226655.61,13.91
470495.07,9229183.25,13.91
491810.26,9245783.32,13.91
480354.69,9247025.79,13.91
478534.36,9249069.54,13.91
471769.76,9221023.81,13.92
483761.64,9245430.94,13.93
475129.30,9250665.23,13.93
475464.96,9251516.00,13.93
468843.70,9222261.39,13.94
471819.83,9227832.54,13.94
486707.01,9245933.04,13.94
476265.91,9226198.69,13.95
476338.34,9232709.29,13.96
498522.78,9249810.69,13.96
467148.19,9232562.02,13.96
469450.01,9218257.41,13.96
507642.62,9256377.50,13.97
470237.19,9215485.07,13.97
470369.35,9219177.22,13.97
476685.77,9226989.53,13.98
501233.94,9250374.57,13.98
470416.09,9216876.66,13.98
469539.42,9219153.02,13.98
476245.15,9251260.47,13.98
473228.68,9224911.82,13.99
474045.92,9220101.24,13.99
473083.97,9223755.87,14.00
481316.71,9230859.67,14.00
474611.84,9231649.31,14.00
491989.08,9246425.56,14.00
472004.31,9215046.20,14.00
472397.73,9215493.80,14.00
470973.81,9215965.88,14.00
469852.88,9216401.36,14.00
471592.86,9216407.16,14.00
470631.37,9218717.40,14.00
474415.67,9218723.06,14.00
467358.43,9223507.86,14.01
467969.71,9223886.32,14.01
468512.44,9227453.12,14.01
470427.06,9218717.18,14.01
475060.65,9218721.74,14.01
476057.08,9226600.72,14.02
503419.90,9251696.81,14.02
477931.95,9248785.09,14.02
475635.36,9228518.99,14.03
475647.34,9220570.49,14.03
474495.13,9230531.78,14.04
469223.96,9230583.58,14.04
472794.56,9224250.15,14.04
476439.55,9251198.50,14.04
470272.05,9222048.45,14.05
475816.12,9227007.81,14.05
473752.67,9231131.27,14.05
473696.51,9220557.42,14.05
475071.09,9220564.37,14.05
470301.96,9221936.58,14.05
466964.84,9231899.36,14.06
471707.77,9218252.28,14.06
468736.19,9227051.20,14.07
472861.80,9217343.00,14.07
474443.17,9221026.28,14.07
477155.03,9222410.90,14.08
476216.24,9226697.76,14.09
471438.92,9228148.65,14.09
469666.33,9220098.44,14.09
476593.77,9226402.26,14.10
472936.30,9219650.49,14.10
473743.29,9221947.50,14.10
486017.09,9245007.67,14.11
469284.11,9222408.87,14.11
475874.74,9225636.58,14.11
479027.26,9248423.10,14.12
469525.27,9225353.94,14.13
471343.87,9217798.62,14.13
474892.84,9251698.67,14.13
473845.35,9229045.11,14.14
471718.68,9221940.21,14.14
484451.02,9245691.15,14.14
487226.09,9245706.07,14.15
473330.44,9219175.02,14.15
472051.27,9218253.36,14.16
481104.40,9246287.71,14.17
493528.49,9247901.46,14.18
472899.09,9217800.16,14.18
473570.51,9220098.80,14.19
474182.70,9228712.51,14.20
472393.98,9218256.42,14.21
471022.44,9219178.85,14.21
490759.04,9234920.90,14.23
475264.27,9220567.05,14.23
473760.37,9222403.20,14.23
485330.13,9244924.46,14.23
474787.64,9219642.01,14.24
471323.43,9220550.15,14.25
472909.92,9223650.76,14.26
468973.59,9222870.56,14.26
472938.19,9222860.36,14.26
475104.06,9251159.67,14.26
470811.21,9227224.15,14.27
497029.57,9248379.73,14.28
475368.74,9221950.29,14.28
476339.84,9227317.76,14.29
475112.99,9228190.71,14.29
472784.71,9215492.02,14.29
475520.63,9222869.80,14.29
490248.25,9234606.59,14.31
475644.89,9226903.29,14.31
470045.79,9216402.91,14.31
471144.98,9217799.84,14.31
474027.12,9221025.41,14.31
471391.63,9215033.02,14.32
470065.69,9215487.16,14.32
472323.61,9217794.45,14.32
481100.76,9246777.47,14.32
467816.97,9223790.90,14.33
470699.00,9217336.85,14.33
473081.38,9223333.42,14.33
490079.47,9234499.31,14.34
472255.87,9231304.46,14.35
472974.37,9223782.99,14.35
478113.78,9248725.90,14.35
472502.43,9219179.93,14.36
473395.71,9225541.03,14.37
470031.33,9229440.31,14.37
477749.12,9248841.64,14.37
490382.94,9235216.36,14.38
472508.99,9229321.29,14.38
495251.82,9247847.87,14.38
473267.35,9224706.85,14.38
474008.90,9230231.49,14.39
472976.85,9215492.11,14.39
472767.87,9215957.59,14.39
470117.77,9217331.67,14.39
475456.02,9220569.62,14.39
476518.15,9227418.39,14.40
471688.06,9217343.87,14.40
473786.14,9229558.50,14.41
473257.28,9220099.05,14.41
472891.45,9225778.04,14.42
470672.66,9229290.43,14.42
502429.80,9252166.99,14.42
494539.34,9247955.36,14.42
489109.11,9246313.15,14.42
470237.59,9216403.62,14.42
487244.94,9245760.42,14.42
473603.22,9224052.34,14.43
472874.40,9225233.50,14.43
473944.85,9221948.79,14.43
474553.25,9221954.63,14.43
473333.57,9222856.95,14.43
481102.03,9245801.34,14.43
472974.92,9215956.47,14.44
473500.74,9220556.18,14.44
471952.69,9225753.87,14.45
474424.59,9227240.80,14.45
499120.92,9249648.87,14.45
473471.60,9217806.01,14.45
475934.44,9226002.90,14.46
472118.66,9225855.73,14.46
471186.48,9219180.63,14.46
474440.14,9221488.21,14.46
472999.26,9216877.27,14.47
489483.34,9245979.97,14.48
473861.31,9217808.96,14.48
475463.67,9221491.52,14.48
474370.72,9230989.93,14.49
489158.01,9245261.09,14.49
490752.42,9247317.84,14.49
478015.79,9249230.49,14.49
473345.43,9228739.36,14.50
472398.14,9230325.81,14.50
471271.49,9228050.51,14.51
495126.15,9242384.20,14.51
470025.59,9218720.97,14.51
474010.40,9229146.04,14.52
471778.94,9216873.73,14.52
473730.37,9220099.77,14.52
473430.88,9218260.84,14.53
474978.94,9219187.73,14.53
474681.06,9220559.42,14.53
475777.96,9221947.02,14.54
473677.94,9230033.04,14.55
474171.38,9230332.36,14.55
472209.37,9215045.77,14.55
475160.24,9230925.59,14.56
471987.85,9216872.53,14.56
474487.02,9219182.22,14.56
472730.17,9219650.70,14.56
486531.40,9245301.35,14.57
469660.13,9219637.44,14.57
473086.23,9222401.12,14.57
477666.51,9249345.71,14.57
500889.11,9250179.57,14.58
471802.05,9215043.22,14.58
473138.76,9216424.46,14.58
474150.57,9221951.30,14.58
473135.75,9222858.57,14.58
473971.43,9252023.54,14.58
496762.71,9239048.72,14.59
495759.78,9248160.34,14.60
472560.64,9215958.35,14.60
474351.05,9221953.02,14.60
469897.43,9222364.39,14.61
469921.79,9222398.68,14.61
476100.37,9226100.08,14.62
473442.43,9229361.16,14.62
499234.87,9249186.59,14.62
476310.91,9218724.93,14.62
473896.32,9225627.89,14.62
494711.95,9248055.35,14.63
474645.37,9221488.76,14.63
475612.35,9224705.00,14.63
483184.19,9245133.31,14.63
491917.49,9246936.13,14.64
486437.67,9245522.84,14.64
503088.82,9251499.02,14.65
498349.91,9249705.73,14.65
471172.17,9216872.41,14.65
470478.56,9218245.59,14.65
475573.58,9221947.67,14.65
472741.01,9222862.43,14.65
475513.77,9222404.43,14.66
485794.56,9246218.99,14.66
470226.04,9216877.20,14.67
474201.72,9218722.99,14.67
473056.62,9217343.30,14.68
473562.05,9218720.32,14.68
489304.23,9245875.86,14.69
486255.61,9245587.59,14.69
474674.28,9228997.37,14.70
474234.71,9221025.77,14.70
473367.61,9215489.79,14.71
474425.93,9216879.66,14.71
476074.94,9221025.35,14.71
480077.70,9246629.10,14.71
474156.78,9251957.10,14.71
476429.82,9226300.56,14.72
471607.63,9228247.96,14.72
474632.13,9230067.44,14.72
471351.25,9219180.66,14.73
473929.19,9222861.44,14.73
479115.32,9247898.86,14.73
480954.05,9233338.72,14.74
473767.30,9224145.92,14.75
474821.43,9220103.74,14.75
471373.79,9216873.02,14.76
475413.23,9226205.43,14.77
482510.82,9231041.77,14.77
468502.79,9225278.91,14.77
468894.91,9227147.67,14.77
476960.79,9220105.49,14.77
481287.63,9245740.16,14.77
485007.31,9245507.97,14.77
475896.43,9226502.05,14.78
476691.45,9229147.48,14.78
470984.13,9216872.67,14.78
469792.58,9218254.72,14.78
476614.26,9225639.53,14.78
484823.64,9245569.05,14.78
473522.06,9227238.71,14.79
472707.87,9217798.11,14.79
476648.89,9220105.26,14.80
488269.68,9245807.00,14.82
472605.92,9221479.45,14.82
473284.53,9223335.91,14.82
468331.02,9253358.87,14.82
501923.29,9250769.32,14.83
473892.30,9220558.55,14.83
474019.14,9216876.59,14.84
475839.62,9220569.85,14.84
477306.02,9249954.80,14.84
475001.05,9218263.92,14.85
474296.25,9229862.41,14.86
499298.47,9249754.40,14.86
491402.59,9246614.76,14.86
469895.50,9215489.72,14.86
480547.47,9247442.66,14.86
470035.85,9216877.42,14.87
493569.70,9244150.95,14.88
471466.86,9215483.34,14.88
472472.28,9223329.76,14.88
488157.34,9245474.66,14.88
501059.39,9250276.85,14.89
471835.52,9228924.33,14.90
469143.53,9217334.32,14.90
476105.73,9218726.19,14.90
473765.46,9219645.29,14.90
473455.02,9224706.27,14.90
472801.48,9216874.75,14.91
470504.89,9217332.12,14.91
473136.72,9221941.84,14.91
478362.71,9249120.79,14.91
491384.21,9247146.40,14.92
490220.45,9235116.75,14.93
476163.31,9227215.71,14.93
475008.92,9229759.23,14.93
490873.15,9246831.04,14.93
491208.58,9234636.97,14.94
479974.46,9247147.22,14.94
471791.56,9226202.21,14.95
473512.83,9228841.85,14.95
473531.81,9222857.97,14.95
470978.25,9215032.46,14.96
475671.76,9221022.84,14.96
476317.87,9227845.38,14.97
474838.78,9229656.26,14.97
474464.47,9229964.66,14.97
471619.76,9226099.35,14.98
474053.54,9227554.51,14.98
473102.63,9220097.53,14.98
467951.40,9253481.55,14.98
491572.66,9246719.91,14.99
471289.22,9217345.19,14.99
474323.24,9219178.83,14.99
482607.49,9245327.70,14.99
474914.99,9227540.22,15.00
469659.62,9216399.18,15.00
472517.08,9217796.00,15.00
473258.50,9218259.94,15.00
473988.06,9218722.38,15.00
477083.56,9221029.21,15.00
489127.29,9245771.19,15.01
473830.74,9221487.87,15.01
484990.06,9245995.32,15.01
471846.24,9226758.34,15.02
474196.06,9230887.10,15.02
499993.96,9250172.23,15.02
476997.11,9220567.25,15.02
475604.98,9225805.76,15.03
472414.56,9215045.69,15.03
471879.85,9218251.90,15.03
468926.59,9221950.70,15.03
476290.75,9225686.41,15.04
475249.19,9226110.06,15.04
467201.79,9223412.66,15.04
490703.64,9246724.47,15.04
472912.81,9224192.60,15.05
475769.00,9225905.63,15.05
474021.94,9217339.70,15.05
473279.98,9217804.84,15.05
474514.18,9220105.41,15.05
468329.74,9225179.66,15.06
474800.90,9230172.09,15.06
502773.24,9252372.64,15.06
469357.84,9220107.90,15.06
474959.03,9221955.01,15.06
475125.38,9222862.84,15.06
485194.66,9245444.10,15.07
468668.72,9225374.83,15.08
504646.36,9253495.20,15.09
477596.91,9220112.90,15.09
476610.87,9220566.75,15.09
473488.06,9223336.62,15.10
471994.76,9221474.81,15.11
477192.30,9221951.64,15.12
483380.96,9245066.10,15.12
474127.37,9229759.89,15.13
469336.09,9217807.15,15.13
474098.64,9222403.14,15.13
504476.72,9253392.83,15.14
486813.20,9245403.77,15.14
473203.09,9216879.63,15.15
476418.52,9220568.01,15.15
473729.39,9222860.14,15.15
474589.05,9227871.61,15.16
473182.21,9215955.95,15.16
474668.73,9220103.67,15.16
484284.20,9246220.85,15.18
488892.97,9233783.04,15.19
473748.42,9226297.31,15.19
474648.77,9221026.61,15.19
484630.55,9245149.46,15.19
474399.48,9228282.59,15.20
473829.59,9217339.97,15.20
480929.30,9246346.87,15.20
478942.48,9247956.10,15.21
468651.10,9224844.18,15.22
495775.66,9245476.60,15.23
488437.34,9245907.82,15.23
470581.25,9215950.09,15.23
472274.31,9223326.54,15.23
476048.94,9251323.53,15.23
488951.94,9245665.01,15.24
492052.12,9247543.00,15.24
470083.95,9222396.71,15.25
472878.33,9223332.60,15.25
468172.20,9223463.36,15.26
471169.97,9215967.37,15.26
471513.99,9221940.36,15.28
475474.32,9226798.22,15.29
473878.54,9227451.40,15.29
500724.46,9250080.74,15.30
